date,site,plot,transect,segment,plant,total_flowers,notes
7/17/17,Pfeiler,Manipulated,M1,4,Linum lewisii,1,
7/17/17,Pfeiler,Manipulated,M1,4,Helianthella quinquenervis,1,
7/17/17,Pfeiler,Manipulated,M1,4,Potentilla pulcherrima,7,
7/17/17,Pfeiler,Manipulated,M1,3,Helianthella quinquenervis,7,
7/17/17,Pfeiler,Manipulated,M1,3,Senecio crassulus,19,
7/17/17,Pfeiler,Manipulated,M1,3,Linum lewisii,6,
7/17/17,Pfeiler,Manipulated,M1,3,Vicia americana,4,
7/17/17,Pfeiler,Manipulated,M1,3,Lathyrus leucanthus,5,
7/17/17,Pfeiler,Manipulated,M1,2,Senecio crassulus,21,
7/17/17,Pfeiler,Manipulated,M1,2,Ligusticum porteri,7,
7/17/17,Pfeiler,Manipulated,M1,2,Potentilla pulcherrima,18,
7/17/17,Pfeiler,Manipulated,M1,2,Helianthella quinquenervis,4,
7/17/17,Pfeiler,Manipulated,M1,1,Helianthella quinquenervis,8,
7/17/17,Pfeiler,Manipulated,M1,1,Delphinium barbeyi,18,
7/17/17,Pfeiler,Manipulated,M1,1,Senecio crassulus,8,
7/17/17,Pfeiler,Manipulated,M1,1,Ligusticum porteri,2,
7/17/17,Pfeiler,Manipulated,M1,1,Potentilla pulcherrima,13,
7/17/17,Pfeiler,Manipulated,M1,1,Lathyrus leucanthus,8,
7/18/17,Avery Picnic,Manipulated,M1,1,Erigeron speciosus,3,
7/18/17,Avery Picnic,Manipulated,M1,1,Achillea millefolium,5,
7/18/17,Avery Picnic,Manipulated,M1,1,Potentilla pulcherrima,4,
7/18/17,Avery Picnic,Manipulated,M1,2,Erigeron speciosus,14,
7/18/17,Avery Picnic,Manipulated,M1,2,Potentilla pulcherrima,16,
7/18/17,Avery Picnic,Manipulated,M1,2,Gallium septentrionale,1,
7/18/17,Avery Picnic,Manipulated,M1,2,Collomia linearis,2,
7/18/17,Avery Picnic,Manipulated,M1,3,Erigeron speciosus,2,
7/18/17,Avery Picnic,Manipulated,M1,3,Potentilla pulcherrima,7,
7/18/17,Avery Picnic,Manipulated,M1,4,Potentilla pulcherrima,3,
7/18/17,Avery Picnic,Manipulated,M1,5,Erigeron speciosus,3,
7/18/17,Avery Picnic,Manipulated,M1,5,Potentilla pulcherrima,18,
7/18/17,Avery Picnic,Manipulated,M2,5,Potentilla pulcherrima,17,
7/18/17,Avery Picnic,Manipulated,M2,4,Potentilla pulcherrima,35,
7/18/17,Avery Picnic,Manipulated,M2,3,Potentilla fruticosa,2,
7/18/17,Avery Picnic,Manipulated,M2,3,Erigeron speciosus,13,
7/18/17,Avery Picnic,Manipulated,M2,3,Potentilla pulcherrima,19,
7/18/17,Avery Picnic,Manipulated,M2,2,Tragopogon dubius,1,
7/18/17,Avery Picnic,Manipulated,M2,2,Delphinium barbeyi,2,
7/18/17,Avery Picnic,Manipulated,M2,2,Erigeron speciosus,5,
7/18/17,Avery Picnic,Manipulated,M2,2,Potentilla pulcherrima,2,
7/18/17,Avery Picnic,Manipulated,M2,1,Tragopogon dubius,1,
7/18/17,Avery Picnic,Manipulated,M2,1,Helianthella quinquenervis,2,
7/18/17,Avery Picnic,Manipulated,M2,1,Potentilla pulcherrima,27,
7/18/17,Avery Picnic,Manipulated,M2,1,Erigeron speciosus,6,
7/18/17,Avery Picnic,Manipulated,M2,1,Collomia linearis,6,
7/18/17,Avery Picnic,Manipulated,M3,1,Potentilla fruticosa,26,
7/18/17,Avery Picnic,Manipulated,M3,1,Potentilla pulcherrima,4,
7/18/17,Avery Picnic,Manipulated,M3,2,Hackelia floribunda,66,
7/18/17,Avery Picnic,Manipulated,M3,2,Potentilla pulcherrima,36,
7/18/17,Avery Picnic,Manipulated,M3,2,Vicia americana,5,
7/18/17,Avery Picnic,Manipulated,M3,2,Gallium septentrionale,73,
7/18/17,Avery Picnic,Manipulated,M3,3,Erigeron speciosus,6,
7/18/17,Avery Picnic,Manipulated,M3,3,Potentilla pulcherrima,7,
7/18/17,Avery Picnic,Manipulated,M3,4,Erigeron speciosus,1,
7/18/17,Avery Picnic,Manipulated,M3,4,Potentilla pulcherrima,8,
7/18/17,Avery Picnic,Manipulated,M3,5,Potentilla pulcherrima,21,
7/18/17,Avery Picnic,Manipulated,M3,5,Collomia linearis,7,
7/18/17,Avery Picnic,Control,C1,5,Hymenoxys hoopesii,9,
7/18/17,Avery Picnic,Control,C1,5,Potentilla pulcherrima,2,
7/18/17,Avery Picnic,Control,C1,4,Hymenoxys hoopesii,1,
7/18/17,Avery Picnic,Control,C1,3,Lupinus argenteus,18,
7/18/17,Avery Picnic,Control,C1,3,Pseudocymopterus montanus,1,
7/18/17,Avery Picnic,Control,C1,3,Potentilla pulcherrima,8,
7/18/17,Avery Picnic,Control,C1,2,Lupinus argenteus,10,
7/18/17,Avery Picnic,Control,C1,2,Potentilla pulcherrima,4,
7/18/17,Avery Picnic,Control,C1,1,Heracleum sphondylium,1,
7/18/17,Avery Picnic,Control,C2,1,Geranium richardsonii,2,
7/18/17,Avery Picnic,Control,C2,1,Heracleum sphondylium,9,
7/18/17,Avery Picnic,Control,C2,1,Helianthella quinquenervis,3,
7/18/17,Avery Picnic,Control,C2,2,Helianthella quinquenervis,1,
7/18/17,Avery Picnic,Control,C2,2,Geranium richardsonii,12,
7/18/17,Avery Picnic,Control,C2,3,Potentilla pulcherrima,8,
7/18/17,Avery Picnic,Control,C2,3,Erigeron elatior,2,
7/18/17,Avery Picnic,Control,C2,4,Helianthella quinquenervis,4,
7/18/17,Avery Picnic,Control,C2,4,Erigeron coulteri,1,
7/18/17,Avery Picnic,Control,C2,4,Potentilla pulcherrima,2,
7/18/17,Avery Picnic,Control,C2,5,Hymenoxys hoopesii,5,
7/18/17,Avery Picnic,Control,C2,5,Geranium richardsonii,3,
7/18/17,Avery Picnic,Control,C2,5,Delphinium barbeyi,12,
7/18/17,Avery Picnic,Control,C2,5,Erigeron elatior,1,
7/18/17,Avery Picnic,Control,C2,5,Potentilla fruticosa,1,
7/18/17,Avery Picnic,Control,C2,5,Potentilla pulcherrima,2,
7/18/17,Avery Picnic,Control,C3,5,Hymenoxys hoopesii,11,
7/18/17,Avery Picnic,Control,C3,5,Potentilla pulcherrima,1,
7/18/17,Avery Picnic,Control,C3,4,Hymenoxys hoopesii,7,
7/18/17,Avery Picnic,Control,C3,4,Potentilla fruticosa,1,
7/18/17,Avery Picnic,Control,C3,4,Potentilla pulcherrima,1,
7/18/17,Avery Picnic,Control,C3,3,Hymenoxys hoopesii,5,
7/18/17,Avery Picnic,Control,C3,3,Potentilla pulcherrima,12,
7/18/17,Avery Picnic,Control,C3,3,Helianthella quinquenervis,1,
7/18/17,Avery Picnic,Control,C3,2,Heracleum sphondylium,7,
7/18/17,Avery Picnic,Control,C3,2,Delphinium barbeyi,7,
7/18/17,Avery Picnic,Control,C3,2,Geranium richardsonii,1,
7/18/17,Avery Picnic,Control,C3,1,Geranium richardsonii,7,
7/18/17,Avery Picnic,Control,C3,1,Hydrophyllum fendleri,2,
7/18/17,Avery Picnic,Control,C3,1,Helianthella quinquenervis,1,
7/18/17,Avery Picnic,Control,C3,1,Delphinium barbeyi,17,
7/19/17,Meridian,Control,C2,1,Linum lewisii,1,
7/19/17,Meridian,Control,C2,1,Potentilla pulcherrima,31,
7/19/17,Meridian,Control,C2,1,Arenaria congesta,227,
7/19/17,Meridian,Control,C2,1,Solidago multiradiata,3,
7/19/17,Meridian,Control,C2,2,Ipomopsis aggregata,13,
7/19/17,Meridian,Control,C2,2,Potentilla pulcherrima,34,
7/19/17,Meridian,Control,C2,2,Linum lewisii,1,
7/19/17,Meridian,Control,C2,2,Erigeron speciosus,7,
7/19/17,Meridian,Control,C2,2,Arenaria congesta,231,
7/19/17,Meridian,Control,C2,3,Potentilla pulcherrima,11,
7/19/17,Meridian,Control,C2,3,Linum lewisii,1,
7/19/17,Meridian,Control,C2,3,Vicia americana,2,
7/19/17,Meridian,Control,C2,3,Arenaria congesta,200,
7/19/17,Meridian,Control,C2,3,Pseudocymopterus montanus,2,
7/19/17,Meridian,Control,C2,4,Heuchera parviflora,1,
7/19/17,Meridian,Control,C2,4,Potentilla pulcherrima,11,
7/19/17,Meridian,Control,C2,4,Ipomopsis aggregata,18,
7/19/17,Meridian,Control,C2,4,Erigeron speciosus,1,
7/19/17,Meridian,Control,C2,4,Helianthella quinquenervis,1,
7/19/17,Meridian,Control,C2,4,Arenaria congesta,246,
7/19/17,Meridian,Control,C2,5,Potentilla pulcherrima,5,
7/19/17,Meridian,Control,C2,5,Arenaria congesta,281,
7/19/17,Meridian,Control,C3,1,Vicia americana,2,
7/19/17,Meridian,Control,C3,1,Erigeron speciosus,11,
7/19/17,Meridian,Control,C3,1,Potentilla pulcherrima,14,
7/19/17,Meridian,Control,C3,1,Draba aurea,2,
7/19/17,Meridian,Control,C3,1,Heuchera parviflora,4,
7/19/17,Meridian,Control,C3,1,Arenaria congesta,194,
7/19/17,Meridian,Control,C3,2,Potentilla pulcherrima,13,
7/19/17,Meridian,Control,C3,2,Arenaria congesta,189,
7/19/17,Meridian,Control,C3,2,Ipomopsis aggregata,4,
7/19/17,Meridian,Control,C3,2,Vicia americana,2,
7/19/17,Meridian,Control,C3,3,Arenaria congesta,228,
7/19/17,Meridian,Control,C3,3,Potentilla pulcherrima,9,
7/19/17,Meridian,Control,C3,3,Linum lewisii,1,
7/19/17,Meridian,Control,C3,3,Ipomopsis aggregata,13,
7/19/17,Meridian,Control,C3,3,Eriogonum umbellatum var. majus,7,
7/19/17,Meridian,Control,C3,4,Hymenoxys hoopesii,1,
7/19/17,Meridian,Control,C3,4,Arenaria congesta,447,
7/19/17,Meridian,Control,C3,4,Potentilla pulcherrima,15,
7/19/17,Meridian,Control,C3,4,Heuchera parviflora,2,
7/19/17,Meridian,Control,C3,5,Arenaria congesta,339,
7/19/17,Meridian,Control,C3,5,Hymenoxys hoopesii,1,
7/19/17,Meridian,Control,C3,5,Potentilla pulcherrima,20,
7/19/17,Meridian,Control,C3,5,Heuchera parviflora,1,
7/19/17,Meridian,Manipulated,M1,1,Potentilla fruticosa,10,
7/19/17,Meridian,Manipulated,M1,1,Potentilla pulcherrima,8,
7/19/17,Meridian,Manipulated,M1,1,Arenaria congesta,277,
7/19/17,Meridian,Manipulated,M1,1,Solidago multiradiata,51,
7/19/17,Meridian,Manipulated,M1,2,Erigeron speciosus,5,
7/19/17,Meridian,Manipulated,M1,2,Potentilla fruticosa,10,
7/19/17,Meridian,Manipulated,M1,2,Arenaria congesta,206,
7/19/17,Meridian,Manipulated,M1,2,Solidago multiradiata,18,
7/19/17,Meridian,Manipulated,M1,3,Ipomopsis aggregata,13,
7/19/17,Meridian,Manipulated,M1,3,Hymenoxys hoopesii,6,
7/19/17,Meridian,Manipulated,M1,3,Potentilla pulcherrima,3,
7/19/17,Meridian,Manipulated,M1,3,Potentilla fruticosa,7,
7/19/17,Meridian,Manipulated,M1,3,Arenaria congesta,192,
7/19/17,Meridian,Manipulated,M1,3,Solidago multiradiata,5,
7/19/17,Meridian,Manipulated,M1,3,Eriogonum umbellatum var. majus,10,
7/19/17,Meridian,Manipulated,M1,3,Antennaria parviflora,1,
7/19/17,Meridian,Manipulated,M1,4,Erigeron speciosus,2,
7/19/17,Meridian,Manipulated,M1,4,Solidago multiradiata,16,
7/19/17,Meridian,Manipulated,M1,4,Arenaria congesta,112,
7/19/17,Meridian,Manipulated,M1,5,Erigeron speciosus,18,
7/19/17,Meridian,Manipulated,M1,5,Linum lewisii,1,
7/19/17,Meridian,Manipulated,M1,5,Antennaria parviflora,30,
7/19/17,Meridian,Manipulated,M1,5,Vicia americana,3,
7/19/17,Meridian,Manipulated,M1,5,Arenaria congesta,228,
7/19/17,Meridian,Manipulated,M1,5,Potentilla pulcherrima,2,
7/19/17,Meridian,Manipulated,M2,1,Potentilla pulcherrima,6,
7/19/17,Meridian,Manipulated,M2,1,Potentilla fruticosa,7,
7/19/17,Meridian,Manipulated,M2,1,Erigeron speciosus,5,
7/19/17,Meridian,Manipulated,M2,1,Solidago multiradiata,4,
7/19/17,Meridian,Manipulated,M2,1,Arenaria congesta,115,
7/19/17,Meridian,Manipulated,M2,1,Antennaria parviflora,1,
7/19/17,Meridian,Manipulated,M2,2,Potentilla fruticosa,11,
7/19/17,Meridian,Manipulated,M2,2,Potentilla pulcherrima,1,
7/19/17,Meridian,Manipulated,M2,2,Pseudocymopterus montanus,1,
7/19/17,Meridian,Manipulated,M2,2,Arenaria congesta,127,
7/19/17,Meridian,Manipulated,M2,3,Solidago multiradiata,9,
7/19/17,Meridian,Manipulated,M2,3,Arenaria congesta,176,
7/19/17,Meridian,Manipulated,M2,3,Collomia linearis,1,
7/19/17,Meridian,Manipulated,M2,3,Eriogonum umbellatum var. majus,13,
7/19/17,Meridian,Manipulated,M2,3,Potentilla pulcherrima,1,
7/19/17,Meridian,Manipulated,M2,4,Potentilla pulcherrima,14,
7/19/17,Meridian,Manipulated,M2,4,Arenaria congesta,111,
7/19/17,Meridian,Manipulated,M2,4,Vicia americana,1,
7/19/17,Meridian,Manipulated,M2,4,Erigeron speciosus,3,
7/19/17,Meridian,Manipulated,M2,4,Solidago multiradiata,17,
7/19/17,Meridian,Manipulated,M2,4,Eriogonum umbellatum var. majus,2,
7/19/17,Meridian,Manipulated,M2,4,Heuchera parviflora,2,
7/19/17,Meridian,Manipulated,M2,5,Ipomopsis aggregata,1,
7/19/17,Meridian,Manipulated,M2,5,Arenaria congesta,87,
7/19/17,Meridian,Manipulated,M2,5,Potentilla pulcherrima,2,
7/19/17,Meridian,Manipulated,M3,1,Erigeron speciosus,14,
7/19/17,Meridian,Manipulated,M3,1,Potentilla pulcherrima,1,
7/19/17,Meridian,Manipulated,M3,1,Potentilla fruticosa,4,
7/19/17,Meridian,Manipulated,M3,1,Arenaria congesta,103,
7/19/17,Meridian,Manipulated,M3,2,Ipomopsis aggregata,1,
7/19/17,Meridian,Manipulated,M3,2,Erigeron speciosus,5,
7/19/17,Meridian,Manipulated,M3,2,Vicia americana,1,
7/19/17,Meridian,Manipulated,M3,2,Potentilla pulcherrima,6,
7/19/17,Meridian,Manipulated,M3,2,Solidago multiradiata,16,
7/19/17,Meridian,Manipulated,M3,2,Pseudocymopterus montanus,1,
7/19/17,Meridian,Manipulated,M3,2,Arenaria congesta,179,
7/19/17,Meridian,Manipulated,M3,2,Eriogonum umbellatum var. majus,5,
7/19/17,Meridian,Manipulated,M3,3,Erigeron speciosus,5,
7/19/17,Meridian,Manipulated,M3,3,Ipomopsis aggregata,9,
7/19/17,Meridian,Manipulated,M3,3,Potentilla pulcherrima,5,
7/19/17,Meridian,Manipulated,M3,3,Potentilla fruticosa,6,
7/19/17,Meridian,Manipulated,M3,3,Arenaria congesta,161,
7/19/17,Meridian,Manipulated,M3,3,Solidago multiradiata,7,
7/19/17,Meridian,Manipulated,M3,4,Potentilla pulcherrima,8,
7/19/17,Meridian,Manipulated,M3,4,Arenaria congesta,65,
7/19/17,Meridian,Manipulated,M3,4,Hymenoxys hoopesii,3,
7/19/17,Meridian,Manipulated,M3,4,Solidago multiradiata,33,
7/19/17,Meridian,Manipulated,M3,5,Pseudocymopterus montanus,1,
7/19/17,Meridian,Manipulated,M3,5,Heuchera parviflora,2,
7/19/17,Meridian,Manipulated,M3,5,Arenaria congesta,75,
7/19/17,Meridian,Manipulated,M3,5,Potentilla pulcherrima,2,
7/19/17,Meridian,Control,C1,1,Potentilla pulcherrima,29,
7/19/17,Meridian,Control,C1,1,Ipomopsis aggregata,9,
7/19/17,Meridian,Control,C1,1,Arenaria congesta,196,
7/19/17,Meridian,Control,C1,2,Erigeron speciosus,2,
7/19/17,Meridian,Control,C1,2,Potentilla pulcherrima,43,
7/19/17,Meridian,Control,C1,2,Heuchera parviflora,6,
7/19/17,Meridian,Control,C1,2,Arenaria congesta,313,
7/19/17,Meridian,Control,C1,3,Arenaria congesta,269,
7/19/17,Meridian,Control,C1,3,Ipomopsis aggregata,13,
7/19/17,Meridian,Control,C1,3,Erigeron speciosus,3,
7/19/17,Meridian,Control,C1,3,Potentilla pulcherrima,14,
7/19/17,Meridian,Control,C1,3,Solidago multiradiata,3,
7/19/17,Meridian,Control,C1,4,Potentilla pulcherrima,29,
7/19/17,Meridian,Control,C1,4,Erigeron speciosus,2,
7/19/17,Meridian,Control,C1,4,Ipomopsis aggregata,9,
7/19/17,Meridian,Control,C1,4,Arenaria congesta,118,
7/19/17,Meridian,Control,C1,4,Lathyrus leucanthus,2,
7/19/17,Meridian,Control,C1,4,Heuchera parviflora,1,
7/19/17,Meridian,Control,C1,5,Erigeron speciosus,1,
7/19/17,Meridian,Control,C1,5,Potentilla pulcherrima,19,
7/19/17,Meridian,Control,C1,5,Arenaria congesta,331,
7/24/17,Meridian,Manipulated,M3,1,Erigeron speciosus,38,
7/24/17,Meridian,Manipulated,M3,1,Arenaria congesta,69,
7/24/17,Meridian,Manipulated,M3,1,Potentilla fruticosa,16,
7/24/17,Meridian,Manipulated,M3,1,Potentilla pulcherrima,2,
7/24/17,Meridian,Manipulated,M3,1,Solidago multiradiata,21,
7/24/17,Meridian,Manipulated,M3,2,Erigeron speciosus,19,
7/24/17,Meridian,Manipulated,M3,2,Arenaria congesta,97,
7/24/17,Meridian,Manipulated,M3,2,Potentilla pulcherrima,8,
7/24/17,Meridian,Manipulated,M3,2,Solidago multiradiata,75,
7/24/17,Meridian,Manipulated,M3,2,Campanula uniflora,8,
7/24/17,Meridian,Manipulated,M3,2,Ipomopsis aggregata,3,
7/24/17,Meridian,Manipulated,M3,3,Solidago multiradiata,66,
7/24/17,Meridian,Manipulated,M3,3,Potentilla pulcherrima,8,
7/24/17,Meridian,Manipulated,M3,3,Potentilla fruticosa,10,
7/24/17,Meridian,Manipulated,M3,3,Erigeron speciosus,8,
7/24/17,Meridian,Manipulated,M3,3,Arenaria congesta,115,
7/24/17,Meridian,Manipulated,M3,3,Ipomopsis aggregata,3,
7/24/17,Meridian,Manipulated,M3,3,Campanula uniflora,2,
7/24/17,Meridian,Manipulated,M3,4,Hymenoxys hoopesii,3,
7/24/17,Meridian,Manipulated,M3,4,Potentilla pulcherrima,3,
7/24/17,Meridian,Manipulated,M3,4,Solidago multiradiata,115,
7/24/17,Meridian,Manipulated,M3,4,Arenaria congesta,57,
7/24/17,Meridian,Manipulated,M3,5,Arenaria congesta,57,
7/24/17,Meridian,Manipulated,M3,5,Erigeron speciosus,1,
7/24/17,Meridian,Manipulated,M3,5,Potentilla pulcherrima,1,
7/24/17,Meridian,Manipulated,M3,5,Campanula uniflora,2,
7/24/17,Meridian,Manipulated,M3,5,Pseudocymopterus montanus,1,
7/24/17,Meridian,Manipulated,M2,1,Erigeron speciosus,30,
7/24/17,Meridian,Manipulated,M2,1,Potentilla pulcherrima,6,
7/24/17,Meridian,Manipulated,M2,1,Arenaria congesta,73,
7/24/17,Meridian,Manipulated,M2,1,Solidago multiradiata,12,
7/24/17,Meridian,Manipulated,M2,1,Potentilla fruticosa,11,
7/24/17,Meridian,Manipulated,M2,2,Erigeron speciosus,7,
7/24/17,Meridian,Manipulated,M2,2,Potentilla fruticosa,20,
7/24/17,Meridian,Manipulated,M2,2,Arenaria congesta,68,
7/24/17,Meridian,Manipulated,M2,2,Solidago multiradiata,16,
7/24/17,Meridian,Manipulated,M2,3,Campanula uniflora,1,
7/24/17,Meridian,Manipulated,M2,3,Arenaria congesta,34,
7/24/17,Meridian,Manipulated,M2,3,Solidago multiradiata,144,
7/24/17,Meridian,Manipulated,M2,4,Erigeron speciosus,11,
7/24/17,Meridian,Manipulated,M2,4,Solidago multiradiata,76,
7/24/17,Meridian,Manipulated,M2,4,Potentilla pulcherrima,12,
7/24/17,Meridian,Manipulated,M2,4,Arenaria congesta,78,
7/24/17,Meridian,Manipulated,M2,4,Campanula uniflora,3,
7/24/17,Meridian,Manipulated,M2,5,Campanula uniflora,1,
7/24/17,Meridian,Manipulated,M2,5,Arenaria congesta,49,
7/24/17,Meridian,Manipulated,M2,5,Potentilla pulcherrima,1,
7/24/17,Meridian,Manipulated,M1,5,Erigeron speciosus,27,
7/24/17,Meridian,Manipulated,M1,5,Solidago multiradiata,10,
7/24/17,Meridian,Manipulated,M1,5,Arenaria congesta,131,
7/24/17,Meridian,Manipulated,M1,5,pink buckwheat ,5,
7/24/17,Meridian,Manipulated,M1,5,Vicia americana,1,
7/24/17,Meridian,Manipulated,M1,5,Achillea millefolium,3,
7/24/17,Meridian,Manipulated,M1,5,Potentilla pulcherrima,3,
7/24/17,Meridian,Manipulated,M1,4,Campanula uniflora,2,
7/24/17,Meridian,Manipulated,M1,4,Arenaria congesta,62,
7/24/17,Meridian,Manipulated,M1,4,Solidago multiradiata,80,
7/24/17,Meridian,Manipulated,M1,4,Erigeron speciosus,2,
7/24/17,Meridian,Manipulated,M1,3,Hymenoxys hoopesii,8,
7/24/17,Meridian,Manipulated,M1,3,Ipomopsis aggregata,8,
7/24/17,Meridian,Manipulated,M1,3,Campanula uniflora,2,
7/24/17,Meridian,Manipulated,M1,3,pink buckwheat ,1,
7/24/17,Meridian,Manipulated,M1,3,Arenaria congesta,106,
7/24/17,Meridian,Manipulated,M1,3,Solidago multiradiata,67,
7/24/17,Meridian,Manipulated,M1,3,Potentilla fruticosa,7,
7/24/17,Meridian,Manipulated,M1,2,Potentilla fruticosa,9,
7/24/17,Meridian,Manipulated,M1,2,Solidago multiradiata,164,
7/24/17,Meridian,Manipulated,M1,2,Campanula uniflora,3,
7/24/17,Meridian,Manipulated,M1,2,Arenaria congesta,108,
7/24/17,Meridian,Manipulated,M1,2,Erigeron speciosus,7,
7/24/17,Meridian,Manipulated,M1,1,Solidago multiradiata,57,
7/24/17,Meridian,Manipulated,M1,1,Potentilla fruticosa,10,
7/24/17,Meridian,Manipulated,M1,1,Campanula uniflora,4,
7/24/17,Meridian,Manipulated,M1,1,Arenaria congesta,146,
7/24/17,Meridian,Manipulated,M1,1,Potentilla pulcherrima,10,
7/24/17,Meridian,Manipulated,M1,1,Erigeron speciosus,3,
7/24/17,Meridian,Control,C1,1,Ipomopsis aggregata,8,
7/24/17,Meridian,Control,C1,1,Potentilla pulcherrima,52,
7/24/17,Meridian,Control,C1,1,Arenaria congesta,243,
7/24/17,Meridian,Control,C1,2,Arenaria congesta,315,
7/24/17,Meridian,Control,C1,2,Heuchera parviflora,28,
7/24/17,Meridian,Control,C1,2,Solidago multiradiata,23,
7/24/17,Meridian,Control,C1,2,Potentilla pulcherrima,63,
7/24/17,Meridian,Control,C1,2,Erigeron speciosus,5,
7/24/17,Meridian,Control,C1,3,Ipomopsis aggregata,6,
7/24/17,Meridian,Control,C1,3,Potentilla pulcherrima,10,
7/24/17,Meridian,Control,C1,3,Erigeron speciosus,16,
7/24/17,Meridian,Control,C1,3,Campanula uniflora,2,
7/24/17,Meridian,Control,C1,3,Arenaria congesta,156,
7/24/17,Meridian,Control,C1,3,Solidago multiradiata,26,
7/24/17,Meridian,Control,C1,4,Potentilla pulcherrima,18,
7/24/17,Meridian,Control,C1,4,Erigeron speciosus,2,
7/24/17,Meridian,Control,C1,4,Arenaria congesta,158,
7/24/17,Meridian,Control,C1,4,Heuchera parviflora,2,
7/24/17,Meridian,Control,C1,4,Campanula uniflora,1,
7/24/17,Meridian,Control,C1,4,Ipomopsis aggregata,1,
7/24/17,Meridian,Control,C1,5,Erigeron speciosus,3,
7/24/17,Meridian,Control,C1,5,Campanula uniflora,1,
7/24/17,Meridian,Control,C1,5,Potentilla pulcherrima,17,
7/24/17,Meridian,Control,C1,5,Arenaria congesta,172,
7/24/17,Meridian,Control,C2,1,Arenaria congesta,142,
7/24/17,Meridian,Control,C2,1,Potentilla pulcherrima,24,
7/24/17,Meridian,Control,C2,1,Solidago multiradiata,15,
7/24/17,Meridian,Control,C2,1,Erigeron speciosus,5,
7/24/17,Meridian,Control,C2,2,Ipomopsis aggregata,5,
7/24/17,Meridian,Control,C2,2,Potentilla pulcherrima,163,
7/24/17,Meridian,Control,C2,2,Arenaria congesta,37,
7/24/17,Meridian,Control,C2,2,Erigeron speciosus,8,
7/24/17,Meridian,Control,C2,3,Campanula uniflora,1,
7/24/17,Meridian,Control,C2,3,Potentilla pulcherrima,15,
7/24/17,Meridian,Control,C2,3,Arenaria congesta,92,
7/24/17,Meridian,Control,C2,4,Erigeron speciosus,3,
7/24/17,Meridian,Control,C3,4,Ipomopsis aggregata,18,
7/24/17,Meridian,Control,C2,4,Potentilla pulcherrima,17,
7/24/17,Meridian,Control,C2,4,Arenaria congesta,278,
7/24/17,Meridian,Control,C2,5,Erigeron speciosus,3,
7/24/17,Meridian,Control,C2,5,Potentilla pulcherrima,4,
7/24/17,Meridian,Control,C2,5,Lathyrus leucanthus,1,
7/24/17,Meridian,Control,C2,5,Heuchera parviflora,1,
7/24/17,Meridian,Control,C2,5,Arenaria congesta,161,
7/24/17,Meridian,Control,C3,1,Erigeron speciosus,16,
7/24/17,Meridian,Control,C3,1,Solidago multiradiata,13,
7/24/17,Meridian,Control,C3,1,Potentilla pulcherrima,20,
7/24/17,Meridian,Control,C3,1,Arenaria congesta,201,
7/24/17,Meridian,Control,C3,1,Heuchera parviflora,10,
7/24/17,Meridian,Control,C3,2,Erigeron speciosus,5,
7/24/17,Meridian,Control,C3,2,Campanula uniflora,2,
7/24/17,Meridian,Control,C3,2,Ipomopsis aggregata,2,
7/24/17,Meridian,Control,C3,2,Potentilla pulcherrima,23,
7/24/17,Meridian,Control,C3,2,Arenaria congesta,121,
7/24/17,Meridian,Control,C3,3,Ipomopsis aggregata,9,
7/24/17,Meridian,Control,C3,3,Potentilla pulcherrima,11,
7/24/17,Meridian,Control,C3,3,Eriogonum umbellatum var. majus,10,
7/24/17,Meridian,Control,C3,3,Arenaria congesta,216,
7/24/17,Meridian,Control,C3,4,Hymenoxys hoopesii,3,
7/24/17,Meridian,Control,C3,4,Potentilla pulcherrima,13,
7/24/17,Meridian,Control,C3,4,Campanula uniflora,5,
7/24/17,Meridian,Control,C3,4,Arenaria congesta,262,
7/24/17,Meridian,Control,C3,4,Heuchera parviflora,18,
7/24/17,Meridian,Control,C3,5,Hymenoxys hoopesii,3,
7/24/17,Meridian,Control,C3,5,Potentilla pulcherrima,30,
7/24/17,Meridian,Control,C3,5,Ipomopsis aggregata,1,
7/24/17,Meridian,Control,C3,5,Campanula uniflora,3,
7/24/17,Meridian,Control,C3,5,Arenaria congesta,186,
7/24/17,Meridian,Control,C3,5,Heuchera parviflora,31,
7/31/17,Pfeiler,Manipulated,M3,1,Androsace septentrionalis,1,
7/31/17,Pfeiler,Manipulated,M3,1,Erigeron speciosus,34,
7/31/17,Pfeiler,Manipulated,M3,1,Achillea millefolium,113,
7/31/17,Pfeiler,Manipulated,M3,1,Helianthella quinquenervis,2,
7/31/17,Pfeiler,Manipulated,M3,1,Senecio crassulus,1,
7/31/17,Pfeiler,Manipulated,M3,2,Castilleja sulphurea,23,
7/31/17,Pfeiler,Manipulated,M3,2,Erigeron speciosus,18,
7/31/17,Pfeiler,Manipulated,M3,2,Potentilla pulcherrima,11,
7/31/17,Pfeiler,Manipulated,M3,2,Helianthella quinquenervis,1,
7/31/17,Pfeiler,Manipulated,M3,3,Erigeron speciosus,10,
7/31/17,Pfeiler,Manipulated,M3,3,Potentilla pulcherrima,7,
7/31/17,Pfeiler,Manipulated,M3,3,Hymenoxys hoopesii,2,
7/31/17,Pfeiler,Manipulated,M3,3,Castilleja sulphurea,1,
7/31/17,Pfeiler,Manipulated,M3,4,Ipomopsis aggregata,8,
7/31/17,Pfeiler,Manipulated,M3,4,Agoseris  glauca,1,
